	1	Goods	App	Delivery	Payment	CS	Price	Marketing	AD
420	과거 내가 사용하던 모든 전력은 다 사라지고 상품 검색도 너무 복잡하고 검색 내용도 너무 조잡합니다 분명 고객 편의를 생각하고 변경했을 텐데... 15년 정도 이용한 고객인데 다른 온라인 사이트를 찾아야 할 듯...	1	1	0	0	1	0	0	0
421	제가 찾던 상품이 왠만해서는 다 있어요!	1	0	0	0	0	0	0	0
422	업그레이드된것이 맞나요? 온라인 쇼핑은 롯데다컴만 이용하는데, 이번앱은 진짜 복잡하고,정리 하나도 안되어있고ㅜㅜ 저번 버전은 카드할인이나 이벤트 같은것도 한눈에 다 들어왔었는데....	1	1	0	1	0	1	1	0
423	앱에서 결제시 이벤트 하면 뭐합니까ㅡㅡ 앱내에서 결제하면 튕기는데	0	1	0	1	0	0	1	0
424	제가 찾는 왠만한 상품들 다 있네요	1	0	0	0	0	0	0	0
425	엘포인트 사용 되네요 굿	1	0	0	0	0	0	1	0
426	카드결재가 안되네요~ 삭제하고 다시 다운해도 안되요 상담원도 모르는것 같고...	0	1	0	1	1	0	0	0
427	3일째 앱 안들어가지고 튕김	0	1	0	0	0	0	0	0
428	정말...롯데는 앱을 왜 만드는건지. 비번 아무리 재설정 계속 해도 로그인 오류 발생함. 롯데앱들은 써보면 써볼수록 서비스 자체를 사용하기 싫어하게 만드는 마력이 있음.	1	1	0	0	1	0	0	0
429	매우 만족합니다!	0	0	0	0	0	0	0	0
430	편리하니 좋아요.번창하세요	0	0	0	0	0	0	0	0
431	좋아요	0	0	0	0	0	0	0	0
432	이벤트 페이지가 찾기 쉽게	0	1	0	0	0	0	1	0
433	계속 업데이트 하라는 이상한앱	0	1	0	0	0	0	0	0
434	가성비떨어지는품목이많음	1	0	0	0	0	1	0	0
435	업뎃도 안되고 먹통됨	0	0	0	0	0	0	0	0
436	당췌열려야 뭘 알지요	0	0	0	0	0	0	0	0
437	환장하게 느립니다. 첫쿠폰 쓰고나서 웹으로 이용할듯. 앱 쓰려면 혈압 오르네요.	1	1	0	0	0	0	1	0
438	고객님 안녕하세요. 롯데닷컴입니다.	0	0	0	0	1	0	0	0
439	최악입니다	0	0	0	0	0	0	0	0
440	좋아요~^^	0	0	0	0	0	0	0	0
441	좋아요	0	0	0	0	0	0	0	0
442	폰으로 바로 볼 수 있어 편리하네요	0	0	0	0	0	0	0	0
443	업데이트도 안되고 앱을 들어가지도 못하네.사지말란거지	0	1	0	0	0	0	0	0
444	아니뭐 들어가지는 앱을 만들어야 될거 아니야 갤S9 쓰는데도 초기화면에서 튕김	0	1	0	0	0	0	0	0
445	아이폰 쓰는데 isp 결제하고 롯데앱으로 돌아와도 결제가 안돼여.... 몇달째 이러는데 핸드폰을 바꿔도 그러네요	0	1	0	1	0	0	0	0
446	황당쓰.... 선택을 하면 뭘 하나요 되는게 없는데 이용하지 말라는거지요?	1	0	0	0	0	0	0	0
447	판매자와 트러블이 있을 때마다 고객 입장에서 응대해주고, 최대한 빠르게 처리해주셔서 감사합니다.	0	0	0	0	1	0	0	0
448	항상 좋은제품 감사드립니다	1	0	0	0	0	0	0	0
449	좋아요	0	0	0	0	0	0	0	0
450	업데이트가 빨리 안되네요.	0	1	0	0	0	0	0	0
451	굿~	0	0	0	0	0	0	0	0
452	롯데라서 믿음이가구요 서비스도 좋아요	0	0	0	0	1	0	0	0
453	굿입니다	0	0	0	0	0	0	0	0
454	반는순간미니멈패딩대박느낌욤 넘맘에드네요	0	0	0	0	0	0	0	0
455	롯데닷컴 자주 이용해요^^	1	0	0	0	0	0	0	0
456	전반적으로 만족중	0	0	0	0	0	0	0	0
457	아주 좋아요	0	0	0	0	0	0	0	0
458	백화점상품을 매월받는 쿠폰이용으로 더욱 저렴하고 퀄리티 좋은 상품 구매할수있어 가장 애용하고있는 쇼핑몰 입니다^^	1	1	0	0	0	0	1	0
459	스크롤을 내리다 보면 엄청 버벅거리고 로딩 시간이 무지 길어요. 보다가 짜증나서 타 쇼핑몰로 넘어가게 되네요	0	1	0	0	0	0	0	0
460	가지고 있는 엘포인트 써서 구매했더니 완전 저렴하게 삿어요,,,, 대박	1	0	0	0	0	0	1	0
461	좋네요	0	0	0	0	0	0	0	0
462	굳~~	0	0	0	0	0	0	0	0
463	정말 버벅거려요ㅜㅜ 내폰이 문제인줄알았는데 쿠* 11* 신세*g마*.... 다른앱은 괜찮은데 유독 롯데닷컴 사이트만 버벅거림.. 문제가멀까요	1	1	0	0	0	0	0	0
464	좋아요~~	0	0	0	0	0	0	0	0
465	너무 맘에 들어요 색상 사이즈 가격 모두 맘에 듭니다	1	0	0	0	0	1	0	0
466	추운겨울에는좀얇고지금입기딱조아요~~ 디자인은맘에들어요	1	1	0	0	0	0	0	0
467	업댓하고 로그인하고 쿠폰 다운받으려고했더	0	1	0	0	0	0	1	0
468	상품도 다양한데다가 가격까지 싸네	1	0	0	0	0	1	0	0
469	개발자님이 고생을 많이하셨겠네요	0	0	1	0	0	0	0	0
470	마음에 드는 제품 잘 받았습니다. 감사합니다...^^*	1	0	0	0	0	0	0	0
471	좋아요~	0	0	0	0	0	0	0	0
472	제가 웬만하면 후기 안 올리는데 배송받은 제품이 너무 마음에 들어서 남겨요~ 롯데온 굿입니다~	1	0	1	0	0	0	0	0
473	만나기 힘든 동생들 한갑이라고 선물해줘서 고맙고 아주빠른배달 배달 감사드려요	0	0	1	0	0	0	0	0
474	최악이다 비밀번호 악 카악 토약질	0	1	0	0	0	0	0	0
475	반품도 어렵고 오래걸림. 한달되도록 환불도 안되는 사이트	1	1	0	0	0	0	0	0
476	명품지갑 할인 많이 받아서 구매완료!	1	0	0	0	0	1	0	0
477	용량이 커서 좋은 것 같습니다	0	0	0	0	0	0	0	0
478	좋아요	0	0	0	0	0	0	0	0
479	연결이 끊겼다며 이용되지도 않는 최악의 앱	1	1	0	0	0	0	0	0
480	컴보다 빠르게 편한게 장점입니다	0	0	0	0	0	0	0	0
481	50프로 디씨에 낚여 다운받았다 밑에 5000원이 최대 활인액수라는 평보고 열어보지 않고 즉시삭제...아 이런 장난질은 좀 자제하자	0	1	0	0	0	0	0	0
482	50프로할인해준다고 앱다운유도하고선 실상 5천원할인ㅋㅋㅋ칼삭제	0	1	0	0	0	1	1	0
483	결제하려고 하면 반응이 없네요 결제수단 바꾼다고 누르면 반응이 없음 뒤로가기 누르면 결제수단 완료하라고 뜨는걸 보니 앱 자체가 멈춘건 아닌것같은데 아무것도 안눌림	0	1	0	1	0	0	0	0
484	붉은 색을 좋아하는 중국도 아닌데 배경화면이 온통 빨간 이유는 뭘까? 눈이 너무 피곤하다. 롯데닷컴 플래티넘+회원인데 혜택도 사라졌다. 누가 눈이 피곤하고 손해보는 앱을 이용하겠는가? 기존회원 무시하는 앱 삭제해버렸다. 쇼핑몰이 롯데하나만 있는 것도 아니고... 다신 이용안함!!!!!	1	1	0	0	1	0	0	0
485	기대이상좋아요	0	0	0	0	0	0	0	0
486	간결한 디자인에 꼼꼼한 재봉솜씨가 마음에 듭니다. 뱃살이 늘어도 안심하고 멋과 여유를 즐길 수 있는 옷입니다만, 옷감이 얇아서 날씨가 추워지면 더이상 못 입는 것이 단점입니다.	1	1	0	0	0	0	0	0
487	로그인 자꾸 풀림 맞는 비번으로 해도 처음에 로그인 실패라고 뜨고 두세번은 다시 눌러줘야 로그인됌 거지같음	0	1	0	0	0	0	0	0
488	제품 확인할라했더니 무슨 어플을 받게하시나요 ㅋㅋㅋ	1	0	0	0	0	0	0	0
489	백화점 상품 봤다가, 마트 상품 봤다가 하니깐 편리하고 좋네요	1	0	0	0	0	0	0	0
490	퍼스트클럽 50%퍼라고 해서 설치했는데 최대5처넌 낙임 참내	0	1	0	0	0	0	1	0
491	조은거 같아요~~	0	0	0	0	0	0	0	0
492	간편해서 좋아요	0	0	0	0	0	0	0	0
493	아니.. 구매하니까 카톡으로 알림톡오는데 배송조회나 게시판답변이나 그런거 보려고 URL누르면 무조건 앱설치를 하래 ㅋㅋㅋㅋ 이딴 쇼핑몰은 첨보네. 다 인터넷페이지로 넘어가서 보게되어있는데 롯데닷컴만 그지같이 꾸역꾸역 앱 설치를 시키고싶어서 절대 앱을 설치하지 않고서는 니가 할수있는건 아무것도 없다임 다시는 안시켜ㅡㅡ	1	1	1	0	1	0	0	0
494	"로그인 하려면 한시간은 넘게 걸려요. 너무 짜증납니다 ㅡㅡ"""	0	1	0	0	0	0	0	0
495	매장에서 신어보고 주문하길 잘한거같에요 평소에는 230신는데 발볼이좁아서 225을 주문해야 한다고 해서.... 매우 만족합니다~~^^♥	1	1	0	0	0	0	0	0
496	엘포인트 적립률도 높고 여기저기 쓸 수 있어서 이게 전 젤 만족	0	0	0	0	0	0	1	0
497	잘 부탁드리고 앞으로도 수고해 주세요~	0	0	1	0	0	0	0	0
498	😄😄😄정말 좋아요!😄😄😄	0	0	0	0	0	0	0	0
499	통합로그인 겁나불편	0	1	0	0	0	0	0	0
500	😄	0	0	0	0	0	0	0	0
501	이 앱 이상해요. 깔았다 지웠는데 이상한 카톡 와요. 사지도 않은물건을 주문했다며 배송문자가 오더니 지절로 취소를 하고 또다시 주문했다고 거짓부렁 천지네요. 무슨 장삿속인지 원. 기막힙니다	1	1	1	0	0	0	0	0
502	만족 합니다	0	0	0	0	0	0	0	0
503	물건을 믿고 살 수 있어요	1	0	0	0	0	0	0	0
504	왜 로그인이 안되는거죠? 문제해결 언제하실건가요.	1	1	0	0	0	0	0	0
505	잘 사용하고 있어요	1	0	0	0	0	0	0	0
506	주문하지도 않았는데 배달카톡이 왔어요 1월26일날에도 오고 오늘도 왔는데 저는 가입한적도 없고 주뮤한적도 없어서 무섭네요. 조치취해주세요.	1	1	1	0	0	0	1	0
507	좋아요~🤗	0	0	0	0	0	0	0	0
508	역시 롯데.. 정말 부득이한 경우에만 연결되고픈 기업	0	1	0	0	0	0	0	0
509	다소 아쉬운 부분은 있지만, 단순하고 직관적인 구조라 쉽게 쇼핑 가능해서 좋아요	0	0	0	0	0	0	0	0
510	요즘에 자주 사용하는 있음~~	1	0	0	0	0	0	0	0
511	좋게 좋게 사용하고 있습니다~	1	0	0	0	0	0	0	0
512	최저가 특가 상품들 굿	1	0	0	0	0	1	0	0
513	좋음	0	0	0	0	0	0	0	0
514	앱 속도 왜 이런가요?저는 겨우겨우 로그인은 했는데 로그인 안된다는 분들이 많네요 앱으로 인해서 롯데쇼핑을 이용하기 싫은 기분까지 드네요	1	1	0	0	0	0	0	0
515	너무너무 맘에드네요 내스타일이에요~♡	0	0	0	0	0	0	0	0
516	물건 싸게 구입하고 있어요	1	0	0	0	0	0	0	0
517	로그인 불편	0	1	0	0	0	0	0	0
518	이리 개떡같은 앱은 첨일세... 자꾸 오류나서 주문이 안됨ㅡ.ㅡ	1	1	0	0	0	0	0	0
519	수고하세요	0	0	1	0	0	0	0	0
520	좋아요	0	0	0	0	0	0	0	0
521	앱 반응 속도가 상당히 느리고 오류로 자동 종료되는 경우가 잦음.	0	1	0	0	0	0	0	0
522	앱 설치도 설치 누르니까 계속 취소되고 결제하기도 안 되고 자기 혼자 꺼졌다 켜졌다 난리를 부리는데 사라는 건지 말라는 건지 모르겠네요?	0	1	0	1	0	0	0	0
523	무음으로 해놓고 설정을 무음으로 해도 앱알림이 자꾸 진동울림	0	1	0	0	0	0	0	0
524	사용하기에 편리해요~	1	0	0	0	0	0	0	0
525	결제 안되는 쇼핑앱. 아이러니 아닌가	0	1	0	1	0	0	0	0
526	제품거의중고수준임	1	0	0	0	0	0	0	0
527	회원가입도 않되고 몇시간째 로그인만 반복 이따이을 어플때문에 시간만 벌려습니다..	0	1	0	0	1	0	1	0
528	굿	0	0	0	0	0	0	0	0
529	사무실에서 폰 무음으로 해놓고 쓰는데 이 앱(엘롯데도)만 진동알림으로 옵니다. 설정을 바꿔도 진동이 오고 알림을 꺼도 진동이 울리고 무음으로 바꿔놔도 울리고. 심지어 앱내에는 알림설정도 없음....^^^^^^ 진짜 하루에 두번씩 깜짝놀라네요 삭제해야지만 안울리려나봐요	0	1	0	0	0	0	0	0
530	네트워크를 확인하라는데. 서버 내려간거 같네요. 서버관리 좀 잘 부탁합니다.. 어플이 안 켜져..	0	1	0	0	1	0	0	0
531	앱이 안열려요. 몇번을 지웠다 다시깔아도 제대로 된 앱실행이 안되요. 너무 답답합니다	0	1	0	0	0	0	0	0
532	좋아요	0	0	0	0	0	0	0	0
533	모바일로는 찾는메뉴가 안보여서 PC버전으로 보려는데 왜 자꾸 클릭할때마다 모바일버전으로 바뀌는지도 모르겠고 그럴거면 PC버전 왜적어놨는지도 궁금하고 1:1문의에 사진등록하려는데 에러나서 안올라갈거면 왜 이기능을 만들어놨는지도 의문스럽고 여러모로 쇼핑몰 이용할 마음이 싹가시게 하네요^^	1	1	0	1	1	0	0	0
534	전반적으로 좋습니다	0	0	0	0	0	0	0	0
535	멍미? 머하자는건지?	0	0	0	0	0	0	0	0
536	앱 오작동이 너무 많아요. 지웠다 깔아도 해결되지 않네요. 계속 이상한 알림이나 오고	0	1	0	0	0	0	0	0
537	추석 잘보내시고 계시나요.. 로그인 안되는거는 알고 계신지요 롯데닷컴 없애는 중인가요? 공지라도 쫌 띄우시지요~~~	0	1	0	0	0	0	0	0
538	첫화면에서 안넘어감;; 뭐하냐진짜ㅋㅋ	0	1	0	0	0	0	0	0
539	롯데닷컴 친절배송 마음에 들어요	0	0	1	0	0	0	0	0
540	쓰레기. 롯데 계열앱 진짜 쓰레기네요. 개발자들 월급들안아까워요? 되는게 잇어야쓰지 광고는 왜합니까 어플이 들어가지지도않는데.	0	1	0	0	0	0	0	1
541	잘사용하고 있습니다 감사합니다.	1	0	0	0	0	0	0	0
542	네트워크연결확인하라고 수시로튕기는게 자꾸 계속되요 다른거는 다잘되는데 롯데닷컴앱만 왜이래요?	0	1	0	0	0	0	0	0
543	비회원이라 배송조회 주문번호랑 이메일치고 들어가려는데 틀린것도 하나없는데 안들어가지는 클라스 11번가나 다른곳에서 살때 믿거롯일정도에요	1	1	1	0	0	0	0	0
544	가성비, 가심비 제품 많아요.	1	0	0	0	0	1	0	0
545	인터넷으로 롯데닷컴 들어가는데 서버오류인지 뭔지 자꾸 안 들어가져서 앱 깔았더니 앱은 네트워크 문제다 뭐다 하면서 실행이 안돼요.. 빠른 해결 조치가 필요할 것 같아요 :(	1	1	0	0	0	0	0	0
546	네트웤에 이상없는데 확인하라네요...덕분에 온오프를 몇번을 하고 앱재설치를 몇번했는데도 일관되네요, 메세지가... 어이가 없네요	0	1	0	0	0	0	0	0
547	추석이라고 앱 닫고 놀고있음	0	1	0	0	0	0	0	0
548	택배가 도착이 안됐어요. 문자만오고,카톡만오고 어케된거요?	0	0	1	0	0	0	0	0
549	진짜 뭐 상품이 품절되면 바로바로 말좀해줘야지ㅋㅋ 일주일뒤에보내 ㅋㅋ 자꾸보내네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1	0	0	0	0	0	0	0
550	너무 황당해서 이곳이 정말 뭐 하는곳인지 궁금하네요 1. 9/12일에 상품 2개 (버섯 , 곶감) 구매 2. 9/13 오전 버섯 배송에 대한 문자 : 오늘 배송하면 주말에 받아서 상품에 문제가 있을수 있으니 9/17일에 배송할까요? 라는 문자 그럼 당연히 17일에 발송하면 언제받는 확인을 해줘야하는거 아닙니까? 그것도 확인 못해주면서 왜 그런 문자를 보냅니까? 그 문제가지고 몇 번을 통화하게 하고. 도대체 그 문자의 의도가 뭡니까? 3. 9/13 오후 곶감 상품에 대한 문자 : 제주도라 배송이 불가하니 취소해라. ... 전체 리뷰	1	1	1	0	1	0	0	0
551	잡다한거 사기는 정말 불편해요. 최악입니다. 같은브랜드도 배송료 다 틀리면서 장바구니에서 구분도 안되고 쿠폰도 장바구니 쿠폰도 아니고 그닥 쓸만한것도 없네요. 무엇보다 다른데가 훨씬싸요.	0	1	0	0	0	0	1	0
552	문제없이 잘 사용하고 있네요~	1	0	0	0	0	0	0	0
553	제품 품질이 좋아서 믿고 구매합니다.	1	0	0	0	0	0	0	0
554	왜 한가위 잘보내세요 에서 안넘어가죠? 제 폰의 네트워크는 문제 없는데 왜 네트워크를 확인하라는거죠? 앱이 이상한거지 제 폰이 이상한건 아닌데요 다른앱은 문제없이 잘 됨 명절이라 쇼핑도 말고 푹 쉬라는 의미인가봉가	1	1	0	0	0	0	0	0
555	자꾸 네트워크가 끊겼다고 해서 지웠다깔았는데도 안들어가지네요	0	1	0	0	0	0	0	0
556	이 앱도 명절이라 쉬는가 봄 한가위 잘보내라는 첫페이지서 더이상 넘어가지 않네...어이없음	0	1	0	0	0	0	0	0
557	믿을수 있는 신뢰가 확실한 앱이라 좋아요	0	1	0	0	0	0	0	0
558	업데이트가 떠있는데 계속 로드중에서 멈춰있어요	0	1	0	0	0	0	0	0
559	써글놈들 배송완료 해놓고 못받아서 따지기 위해 앱설치를 하도록 유도하다니 악랄하기 짝이없네	0	1	1	0	0	0	1	0
560	영수증 응모하려고 에러날까봐 걱정했는데 다행히 잘되네요	0	1	0	0	0	0	1	0
561	9.12일 저녁부터 계속 오류로 앱이 안열리고 닫혀요. 빨리 해결좀하세요	0	1	0	0	0	0	0	0
562	무음으로 해놨음에도 알림올땐 진동이 와서 알림을 꺼버렸어요 무음이 필요할때 자꾸 진동으로 알림이 오니 정말 번거롭네요	0	0	0	0	0	0	0	0
563	노트9 사용중인데 매일 정해진 시간에 알수없는 진동이 울려서 제조사에 문의해보니 원인이 롯데닷컴 어플때문이라는 답변을 받았습니다. 3rd party앱의 경우 해당 앱을 사용중에 발생하는 오류라고 하는데 이부분 수정되면 좋겠습니다.	1	1	0	0	1	0	0	0
564	.	0	0	0	0	0	0	0	0
565	배송빨라서 좋아요	0	0	1	0	0	0	0	0
566	로그인 하려고 했는데 되질않음 나만 그런건지 아닌지 모르겠지만 영 쓸모가 없음	0	1	0	0	0	0	0	0
567	좋아요	0	0	0	0	0	0	0	0
568	현재 lg g5 기종 사용중입니다. os 는 8.0 오레오입니다. 알림 소리 진동없음으로 설정해도 알림이 올때면 소리 진동이 함께오며 설정이 자동으로 변경되어 있습니다. 메일도 보내드렸구요. 소리 진동 없이 알림창과 배지로만 알림 받을수는 없나요? 해결방법좀 알려주세요.	1	1	0	0	0	0	0	0
569	월요일마다 쿠폰 행사 자주 해주니 백화점상품 싸게 사기 좋네요 ^^ 이벤트 더 많이 해주세요	1	0	0	0	0	0	1	0
570	광고올때 무음인데도 진동으로 오는게 싫어서 삭제합니다.	0	0	0	0	0	0	0	1
571	쇼핑몰중 최악 매번 배송늦고, 오배송 교환했는데 또 오배송오고 항의하면 복붙 사과하고, 2주간 배송안되서 문의하니 오류 생겼으니 직접 취소하고 재주문하란다 지금은 그때 혜택도 다 없어졌구만 아 재수없어	1	1	1	0	1	0	0	0
572	시스템에러가너무 자주발생됨	0	1	0	1	0	0	0	0
573	빠르고 좋아요	0	0	0	0	0	0	0	0
574	‥청소기가가볍고ᆢ힘들지않고ᆢ걸레질하기가쉬어요ᆢ	0	0	0	0	0	0	0	0
575	설치해서 써보니 좋은점이 많네요~ 전 만족합니다	0	1	0	0	0	0	0	0
576	어플 렉이 심하고 느려요 진짜 너무 답답해요 쿠팡이나 위메프처럼 빠르고 간편하게 간소화 해주세요 주문 할 때마다 답답해요	1	1	0	0	0	0	0	0
577	아니 친히 구매를 해 드리겠다는데 결제도 못하게 하면 어쩌란 말입니까;;; 하나부터 열까지 맘에드는게 하나도 없네요. 앱은 좀 간편하게 만들면 어디 덧나나요?;; 모바일 페이지랑 똑같이 생겨가지고 렉은 겁나 많이 걸리네요 탈퇴했습니다. 다시는 가입하지 않으렵니다; 얼마 하지도 않는 옷좀 사려했는데 시간버리고 짜증만 나고 이게 뭡니까. 이거 읽으시고 분발하시면 좋겠습니다. 야밤에 화나서 적어보았습니다. 잘되라고 드리는 말이니까 감정적으로 받아들이지 않길 바랍니다. 이만.	1	1	0	1	0	0	1	0
578	주말에 구매한 상품을 취소하려고보니 비회원으로 구매해서 주문번호가 필요하길래 톡으로 오는메세지에는 주문번호가없어서 조회가불가능하고 로그인을햇더니 주말에만 고객센터운영안하고 어쩌라는건지...진짜대기업인데실망이네요	1	1	0	1	1	0	0	0
579	앱이 버벅거려서 짜증나네요;;지웠다깔아도 이상해서 안사용해요	1	1	0	0	0	0	0	0
580	아니 엘포인트 통합회원 휴면풀고 몇번을해도 없는아이디라고나오고 반품을하고싶은데 주문번호도 안보내주고 어떻게 취소하라는거죠;;; 사기꾼인가요	1	1	0	0	1	0	1	0
581	편리합니다.	0	0	0	0	0	0	0	0
582	가격대비 완전 맘에들어요 디자인이 맘에 쏙듭니다	1	1	0	0	0	1	0	0
583	좋네요^^	0	0	0	0	0	0	0	0
584	상품 잘 받아 사용하려고 진행중입니다.	1	0	0	0	0	0	0	0
585	업데이트 참 어렵네요. 사용 하기 완전 불편.	1	1	0	0	0	0	0	0
586	몇일전부터 앱을 실행하지도 않았는데 자동으로 실행되어 쓸데없이 데이터 소모되는 현상있어요	0	1	0	0	0	0	0	0
587	재고부족으로 일방적 취소를 하면서 고객에게 취소를 떠넘기는. 어이없는 쇼핑몰. 주문후 제품을 기다린 고객의 시간은 전혀 고려대상이 아니며 고객센터 인건비 절감차원에서 취소도 구매고객이 재고부족으로 인한 취소를 신청해야 함.	1	1	0	1	1	0	0	0
588	앵이 왜 실행이 안되나요?황당 헐	0	1	0	0	0	0	0	0
589	결제하려는데 오류나서 못 쓰겠음 걍 앱을 없애는게 좋을듯	0	1	0	1	0	0	0	0
590	정말 가볍고 편해요.. 저렴한가격에 잘 샀습니다..블랙도 살까 생각중이예요~	1	0	0	0	0	1	0	0
591	실행 안 시켰는데 계속 앱 창 뜨네요 이건 아니지요	0	1	0	0	0	0	0	0
592	난 잘못해서 좀거시기하지만 우리막뚱이가 해줘서 마냥 행복합니다 !!!	0	0	0	0	0	0	0	0
593	최악이네요 결제안되는 앱은 처음봄	0	1	0	1	0	0	0	0
594	장사하기 싫으신건지 결제페이지로 안넘어가고 오류가뜨네요 그냥 앱으로 안하고 인터넷으로 하니까 되네요 앱은 삭제할게요 무쓸모인듯..	0	1	0	1	0	0	0	0
595	어떤이유를 대 서라도 반품 교환 환불 잘 안해줍니다. 형편없는 롯데닷컴..다시는 이용하기싫네요	1	0	0	0	0	0	0	0
596	이거 왜 로그인이 안되죠? 비번을 다시 바꿔도 안되고 앱을 다시깔아도 안되고 ..계속 비번이 안맞다는데 빨리 해결좀해줘요. 일을 안하시나..	0	1	0	0	0	0	0	0
597	맞는 비밀번호인데도 로그인안됨	0	1	0	0	0	0	0	0
598	오늘배송한물건매우만족합니다수고하셨습니다	1	0	1	0	0	0	0	0
599	넘 깔끔한제품 구매해서 기쁨니당~~~	1	0	0	0	0	0	0	0
600	오류가 너무 많고 해결되는게 없어서 걍 지마켓이나 11번가 이용중 언제쯤 개선되려나...내 포인트좀 쓰자	0	1	0	0	0	0	1	0
601	앱의이용이 원활하지않아요	1	1	0	0	0	0	0	0
602	아니 회원가입 이메일을 보냈다면서 왜 안오죠?;;	0	1	0	0	1	0	1	0
603	기프트상품 딱올려놓고 기프트상품 안보내고 가격측정이 잘못됐다고 말하는 롯데닷컴. 고객센터 전화하니 해결은 커녕 상담원은 죄송하다고만 말하는 롯데닷컴~ 고객들 기만하지말아라.탈퇴각	1	0	0	1	1	1	0	0
604	마이페이지 몇일째 안열립니다. 저만 그런줄알고 몇번을 삭제후 다시 설치했네요. 빨리해결해주세요	0	1	0	0	0	0	0	0
605	업데이트 이후 마이페이지가 안 열려요. 다음 업데이트때 젭알 개선을...	0	1	0	0	0	0	0	0
606	출석 매일하다가 업데이트후 마이페이지 안열림 출석 포기	0	1	0	0	0	0	1	0
607	6월14일 업뎃 후 마이페이지만 안열립니다.	0	1	0	0	0	0	0	0
608	내 쇼핑앱 탑3에 드는중입니다 ㅋㅋ 탑1에 들때까지 특가상품 더더 주세요	1	1	0	0	0	0	0	0
609	일단 첫구매하면, 할인 쿠폰 진짜 많아요.	1	0	0	0	0	1	1	0
610	상당히 편리하고 좋아요	0	0	0	0	0	0	0	0
611	잘 되다가 최근 상품검색을 하면 앱이 중지되네요. 해결책 없을까요? 제거 후 다시 깔아도 똑같네요.	1	1	0	0	0	0	0	0
612	자꾸 앱이 중단되엇다고 하는데 정말 짜증나요.	0	1	0	0	0	0	0	0
613	상품평 적성할려가 마이쇼핑에 들어가면 아무런 표시가 안뜸 백지상태입니다	0	1	0	0	0	0	0	0
614	롯데 앱 너무 많아요	0	1	0	0	0	0	0	0
615	넘길 때 로딩이 넘 늦고 대부분 다양한 디쟌,소재,크기별 제품이 없는 편임.	1	0	0	0	0	0	0	0
616	쇼핑 잘하고 있음	0	0	0	0	0	0	0	0
617	쇼핑 이미지 로딩 버벅 거림 해결 해주세요. 이미지 내려 보는데 버벅 거리고 오래 걸리는거 어떻게 해결 안되는 문제인가요?	1	0	0	0	0	0	0	0
618	검색순 변경하면 앱꺼짐	1	1	0	0	0	0	0	0
619	가성비, 가심비 제품 많아요.	1	0	0	0	0	1	0	0
620	멍청이들	0	0	0	0	0	0	0	0
621	이거는 뭐 상세 검색 누르면 앱이 꺼진다	1	1	0	0	0	0	0	0
622	상품 배송이 빠르고 제품이 다 맘에들어요	1	0	1	0	0	0	0	0
623	업데이트 전에 샀던 상품 반품하고 아직 입금 되기 전인데 업뎃하고 나서 반품 상품에서 그 상품이 사라졌는데 이거 뭔가요 반품한 돈도 아직 못 받았는데 사라지면 어쩌라는건가요	1	1	0	1	0	0	0	0
624	2년전남편이그레이색상으로구입한신발이었는데넘~편하고매일찾게되는신발이라아버님과남편에게블랙으로다시사드렸다.발볼이넓은편이라정사이즈보다한사이즈크게샀다.처음에정사이즈로주문했는데발등부분이넘타이트해서교환했는데ARS가원활하지못했다하시며교환배송비까지면제해주셨다.친절한서비스에넘감사했다. 역시롯데~	1	1	1	0	1	0	0	0
625	좋네여~~	0	0	0	0	0	0	0	0
626	포토후기 남길려면 앱 깔아야 한다는데 계속 인터넷 연결 확인하라며 앱자체에 들어갈 수가 없음. . .	0	1	0	0	0	0	0	0
627	업데이트 더럽게 많이 하네..	0	1	0	0	0	0	0	0
628	엘머니 사용불가 ㅡㅡ	1	0	0	0	0	0	0	0
629	함께하는 롯데	0	0	0	0	0	0	0	0
630	꼭 업데이트를 해야하는지 꼭 업데이트를 안하면 못쓰게해야하는지	0	1	0	0	0	0	0	0
631	앱을 키지도 않았는데 배터리 소모가 제일 많아요~ 뭔가 이상하네요	0	1	0	0	0	0	0	0
632	정말 더러운어플 ㅋㅋㅋㅋㅋ 롯데	0	0	0	0	0	0	0	0
633	강제업뎃즐	0	0	0	0	0	0	0	0
634	딸이 보내준 전복~싱싱하고 크기도 커서 회로도 먹고,구워서도 맛있게 먹었답니다~^^양도 많아서 몇마리는 냉동~며칠있다가 손녀올 때 구워줄거예요~^^	0	0	0	0	0	0	0	0
635	좋아요	0	0	0	0	0	0	0	0
636	롯데는 포인트야	0	0	0	0	0	0	1	0
637	별로예요	0	0	0	0	0	0	0	0
638	기기때문인지 업데이트가 되지않아 쇼핑을 못하고잇어요 ㅠ	0	1	0	0	0	0	0	0
639	왠만한 물건들은 다 있어서 저렴하게 잘 구입하고 있어요	1	0	0	0	0	0	0	0
640	좋아요	0	0	0	0	0	0	0	0
641	강제업데이트 똥이다	0	1	0	0	0	0	0	0
642	용량부족으로 어려움이 많네요~	0	0	0	0	0	0	0	0
643	업데이트 안하면 앱 못쓰게하는 강제 업뎃은 똥이야	0	1	0	0	0	0	0	0
644	좋아요	0	0	0	0	0	0	0	0
